Maker Wise Vehicle Category Data  For All State ( Till Today ),,,,,,,,,,,,,,,,,,,
S No,                      Maker                       ,Vehicle Category ,,,,,,,,,,,,,,,,,     TOTAL     
,,,,,,,,,,,,,,,,,,,
,,2WIC,2WN,2WT,3WIC,3WN,3WT,4WIC,HGV,HMV,HPV,LGV,LMV,LPV,MGV,MMV,MPV,OTH,
6627,THIRUMALA ENGINEERING WORKS AP29071505,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,10
6628,THIRUMALA TRAILERS,0,4,0,0,1,0,0,0,1,0,36,195,0,1,4,0,1,243
6629,THOKADE ENTERPRISES,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7
6630,THREES ENTERPRISES,0,0,0,0,0,0,0,17,0,0,718,3,0,0,0,0,1,739
6631,THUKRAL ELECTRIC BIKES PVT LTD,0,68,0,0,0,"42,580",0,0,0,0,2,2,4,0,0,0,5,"42,661"
6632,THULASI ENGG WORKS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6633,TIANJIN DFXK PETROLEUM MACHINERY CO. LTD.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6634,TI CLEAN MOBILITY PVT LTD,0,0,0,1,48,"11,143",0,0,0,0,4,6,0,0,0,0,0,"11,202"
6635,TI CYCLES OF INDIA,1,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
6636,TIGER AUTOMOBILES COMPANY,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12
6637,TII INDIA PVT LTD,0,1,0,0,0,0,0,377,3,0,0,1,0,0,0,0,2,384
6638,TIL LIMITED,0,685,0,0,0,2,3,371,723,46,149,347,11,27,23,1,504,"2,892"
6639,TIL LTD,0,3,0,0,0,0,0,24,139,1,4,26,1,0,6,1,211,416
6640,TIME EQUIPMENT PRIVATE LTD.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6641,TIM MOTOR LTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6642,TI MOTORS PVT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6643,TIPPU TRAILERS AND ENGG WORK,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8
6644,TIPTUR TRAILER,0,0,0,0,0,0,0,0,0,0,27,381,0,0,1,0,1,410
6645,TIPU SULTAN G S TRAILERS,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
6646,TIRANGA AUTOTECH INDIA PVT LTD,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
6647,TIRHUT ATOMOBILES,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21
6648,TIRTH AGRO INDUSTRY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,0,38
6649,TIRTH AGRO TECHNOLOGY PVT LTD,0,1,0,0,0,0,0,0,0,0,51,684,0,1,1,0,"1,211","1,949"
6650,TIRTH AGRO TECH.PVT.LTD,0,0,0,0,0,0,0,0,0,0,1,14,1,2,39,0,3,60
6651,TIRTH HYGIENE TECHNOLOGY PVT LTD,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,43,47
6652,TIRUPATI AGRO INDUSTRIES,0,2,0,0,0,0,0,1,0,0,364,340,0,19,0,0,2,728
6653,TIRUPATI DISTRIBUTOR,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
6654,TIRUPATI ENTERPRISES,0,2,0,0,0,0,0,4,0,0,564,2,0,2,0,0,7,581
6655,TIRUPATI FEBRICATION AND AGRI,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
6656,TIRUPATI TRACTORS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6657,TIRUPATI TRAILER WORKS,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26
6658,TIRUPATI TROLLY,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,106
6659,TITAGARH AGRICO (P) LTD,0,0,0,0,0,0,0,0,0,0,38,33,0,0,0,0,0,71
6660,TIVOLT ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,67
6661,TIWARI IRON INDUSTRIES,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15
6662,T.K. ENTERPRISES,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
6663,T.K LTD,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,8
6664,TM BENZ,0,58,0,0,0,4,0,528,10,168,53,44,23,263,4,29,8,"1,192"
6665,T.M CORPORATION,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6666,TML LIMITED,0,2,0,0,0,0,0,39,1,2,126,9,7,69,0,0,0,255
6667,TM LTD,0,0,0,0,0,0,0,502,0,59,"4,406","3,381","1,665",62,0,23,5,"10,103"
6668,T.M.T.L.EQU.PVT.LTD.,0,0,0,0,0,0,0,0,0,0,4,150,0,0,0,0,0,154
6669,TNL PVT LTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6670,TN SMALL INDUSTRIES CORP LTD,0,242,0,0,0,3,0,8,0,0,18,32,5,2,1,0,1,312
6671,TOGOR ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40
6672,TONS FORKLIFT,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
6673,TON TIPPING CAPACITY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4
6674,TOP TEAM MACHINES PVT LTD,0,0,0,0,0,"9,208",0,0,0,0,0,5,0,0,0,0,0,"9,213"
6675,TORK MOTORS PVT LTD,0,"2,852",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,"2,860"
6676,TORSO MOTORS,0,605,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,616
6677,TOURWE ELECTRIC (IMPORTER: HESTUR ENERGY),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6678,TOUSIF AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,2,126,0,0,0,0,0,128
6679,TOYOTA HIACE GL COMMUTER,0,0,0,0,0,0,0,0,0,0,2,14,18,0,0,1,1,36
6680,TOYOTA KIRLOSKAR MOTOR PVT LTD,2,"4,422",0,0,5,45,469,160,27,106,"3,273","24,24,326","2,76,519",142,189,75,618,"27,10,378"
6681,TOYOTA MATERIAL HANDLING INDIA PVT LTD,0,0,0,0,0,0,0,1,0,0,7,130,6,2,5,0,901,"1,052"
6682,T P A LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6683,TPA LTD,0,7,0,0,0,0,0,1,1,0,0,19,2,0,0,0,0,30
6684,TPS INFRASTRUCTURE LTD,0,0,0,0,0,0,0,1,17,0,0,10,0,0,0,0,132,160
6685,TPS INFRASTRUCTURE LTD.,0,0,0,0,1,0,0,35,6,0,20,57,0,2,0,0,39,160
6686,TRACLAXX TRACTORS PVT LTD,0,0,0,0,0,0,0,6,4,0,103,518,0,2,11,0,3,647
6687,TRACLAXX TRACTORS PVT.LTD,0,32,0,0,0,0,0,9,1,0,504,249,0,1,8,0,1,805
6688,TRACTOR INDIA PVT LTD,0,6,0,0,0,2,0,3,1,0,21,99,0,4,1,0,28,165
6689,TRACTOR MADRAS LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6690,TRACTOR TIPPING TRAILER,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,8
6691,TRACTOR VANDANA GREEN,0,0,0,0,0,0,0,2,0,0,107,511,0,1,13,0,0,634
6692,TRAMBKESHWAR ENTERPRISE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
6693,TRANS CAR INDIA LTD,0,13,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,32
6694,TRANS MECH SYSTEMS,0,0,0,0,0,0,0,0,2,0,18,134,0,8,0,0,1,163
6695,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,0,0,0,0,0,0,0,262,0,0,3,8,0,0,0,0,0,273
6696,TRANSPORT SOLUTIONS INDIA,0,0,0,0,0,0,0,43,1,0,3,5,0,0,0,0,0,52
6697,TRANSVAHAN TECHNOLOGIES INDIA PVT LTD,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9
6698,TRANS WELD MECHANICAL EN,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,7
6699,TRANSWORLD TERMINALS PVT LTD,0,3,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,10
6700,TRATEC ENGINEERS PVT LTD,0,0,0,0,0,0,0,411,0,0,2,11,0,0,0,0,0,424
6701,TRATEC ENGINEERS PVT. LTD.,0,0,0,0,0,0,0,322,27,0,1,1,0,8,8,0,0,367
6702,TRATICO ENGINEERING INDIA PVT LTD,0,0,0,0,0,0,0,33,1,0,4,8,0,0,0,0,0,46
6703,TRIDENT AUTOMOBILES,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14
6704,TRIDENT STRUCTURE PVT LTD,0,0,0,0,0,0,0,1,10,0,1,7,0,0,0,0,0,19
6705,TRIDEV TRAILOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6706,TRIMURTI AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,9,248,0,0,16,0,0,273
6707,TRIMURTI ENGINEERING,0,0,0,0,0,0,0,0,0,0,3,78,0,0,0,0,0,81
6708,TRIMURTI FABRICATORS WORKS,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,54
6709,TRIMURTI INDUSTRIES,0,1,0,0,0,0,0,0,0,0,2,114,0,0,14,0,0,131
6710,TRIMURTI SUPER FABRICATORS,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,8
6711,TRIMURTI TRAILER,0,0,0,0,0,0,0,0,4,0,15,463,0,0,7,0,0,489
6712,TRINITY ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,397
6713,TRIPATHY AGENCIES FABRICATOR,0,1,0,0,0,0,0,0,0,0,379,2,0,2,0,0,0,384
6714,TRIPURA SUNDARI WORKS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6715,TRIPUR TROLLY INDUSTRIES,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18
6716,TRIRUPATI ENTERPRICES,0,4,0,0,0,0,0,0,0,0,32,3,0,1,0,0,1,41
6717,"TRISHAKTI BUILDERS, BHPATNA",0,6,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,59
6718,TRISHIKA INDUSTRIES,0,0,0,0,0,"3,955",0,0,0,0,1,0,0,0,0,0,0,"3,956"
6719,TRISHUL AGRO INDUSTRIES,0,1,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,20
6720,TRISHUL TRACTORS PVT. LTD.,0,33,0,0,0,3,0,2,1,0,37,"1,434",0,0,0,0,1,"1,511"
6721,TRISHUL TRADERS LTD,0,1,0,0,0,7,0,0,0,0,3,30,0,1,0,0,0,42
6722,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,0,"13,147",4,0,1,0,0,4,2,0,53,192,13,0,0,0,0,"13,416"
6723,TRIUMPH UK,0,57,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,72
6724,TRIVENI AUTOMOBILES,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6725,TRR TRACTORS,0,26,0,0,0,0,0,0,1,0,5,13,0,0,0,0,1,46
6726,TRUE LINKER INDUSTRIES,0,0,0,0,0,0,0,0,0,0,2,25,0,1,0,0,0,28
6727,TRUPART AUTOMOTIVE INDIA PVT LTD,0,1,0,0,0,163,0,0,0,0,0,1,0,0,0,0,0,165
6728,TRUZ INDUSTRIES,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,20
6729,T.S.INDUSTRIES ENG. WORKS.,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,43
6730,TSM ENGINEERING PVT LTD,0,2,0,0,6,921,0,1,0,0,1,1,0,0,0,0,41,973
6731,TSR TRADE COM,0,0,0,0,0,156,0,0,0,0,0,2,0,0,0,0,1,159
6732,TUBE INVESTMENTS OF INDIA LIMITED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6733,TUFAN MOTORS PVT LTD,0,0,0,0,0,"3,122",0,1,0,0,0,2,0,0,0,0,0,"3,125"
6734,T U K INDUSTRIES,0,1,0,0,0,"11,440",0,0,0,0,0,3,0,0,0,0,0,"11,444"
6735,TULJABHAWANI AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,36
6736,TULSI AGRO,0,9,0,0,0,0,0,0,0,0,32,2,0,0,0,0,42,85
6737,TULSI TRACTOR,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
6738,TULSI TRAILER,0,0,0,0,0,0,0,0,0,0,16,82,0,0,0,0,0,98
6739,TUMKUR AGRO TRAILER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6740,TUMKUR TRAILOR,0,1,0,0,0,0,0,0,0,0,2,24,0,1,0,0,0,28
6741,TUNWAL E MOTORS PVT LTD,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
6742,TUNWAL E VEHICLE(I) PVT LTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6743,TUSKER MOT0RCYCLES PVT LTD,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
6744,TVE PVT LTD,0,5,0,0,0,0,0,67,0,0,11,20,4,1,0,0,0,108
6745,TVS MOTOR COMPANY LTD,"62,272","4,30,91,576","12,647",6,"6,748","2,37,958",127,471,27,48,"3,099","5,379",520,252,21,22,"2,185","4,34,23,358"
6746,TV SUNDARAM IYENGAR & SONS LTD,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6747,TWASHTRE AUTOMOTIVE PVT LTD,0,1,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,80
6748,TWIN GREEN TECH PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6749,TWINKLE TRADCOM PVT LTD,0,0,0,0,0,"6,794",0,0,0,0,0,0,0,0,0,0,0,"6,794"
6750,TWO FRIENDS AUTO ELECTRIC PVT LTD,0,1,0,0,0,"13,707",0,0,0,0,0,0,0,0,0,0,1,"13,709"
6751,TYAGI AGROTECH COMPANY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
6752,TYST DRIVE INDIA PVT LTD,0,109,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,114
6753,UANGZHOU DAIYUN MOTOR CO. LTD.,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
6754,U AUTO LTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6755,UBAHAARI ENGINEERING WORKS,12,192,0,0,2,8,0,23,12,1,316,675,49,6,6,3,6,"1,311"
6756,UBER ALLES AUTOMOBILES PVT LTD,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,7
6757,UDAIPUR IRON & WELDING WORKS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6758,UDAYAM TRAILER,0,264,0,0,0,64,1,21,17,9,48,330,22,181,2,35,14,"1,008"
6759,UDAY ENGG,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,5
6760,UDAY SALES AGENCY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6761,UDAY STEEL AGRO,0,0,0,0,0,0,0,0,0,0,9,0,0,30,0,0,0,39
6762,UDAY TRAILER,0,1,0,0,0,0,0,0,0,0,4,211,0,0,0,0,1,217
6763,UJJALA MOTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6764,UJJAWAL FEBRICATION,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
6765,U K FARM EQUIPMENTS,0,0,0,0,0,0,0,3,0,0,67,"1,740",1,0,0,0,0,"1,811"
6766,UK MODEN (IMPORTER: BIG BULL TRADER),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6767,UK MODEN (IMPORTER: ELTHOR EV PVT LTD),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6768,ULAVAN AGRO INDUSTIRES,0,62,0,0,0,0,0,4,3,0,122,340,23,1,6,0,7,568
6769,ULTRA MOTORS INDIA PVT LTD,0,"1,678",0,0,0,2,0,157,1,0,71,104,13,3,0,0,5,"2,034"
6770,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,0,"1,306",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,307"
6771,UMA AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,18,0,0,36,0,0,0,54
6772,UMA  AUTO INDUSTRIES PVT. LTD,0,3,0,0,0,444,0,3,0,0,8,22,0,0,0,0,0,480
6773,UMA AUTO INDUSTRIES PVT LTD,0,1,0,0,0,8,0,0,1,0,3,6,0,0,0,0,0,19
6774,UMA MOTOR AND SERVICE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6775,UMA MOTORS,0,2,0,0,0,"1,076",0,0,0,0,2,19,0,0,0,0,0,"1,099"
6776,UMAPATI TRAILER,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
6777,UMA SHANKAR INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,12
6778,UMBRELLA CORPORATION,0,1,0,0,0,286,0,1,0,0,0,0,0,0,0,0,0,288
6779,UMESH  ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,146,0,0,171,0,0,317
6780,UMIYA AGRICULTURAL INDUSTRIES,0,0,0,0,0,0,0,1,0,0,213,0,0,3,0,0,0,217
6781,UMIYA AGRICULTURE INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6782,UMIYA AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,186
6783,UMIYA AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12
6784,UMIYAJI ENGINEERING,0,0,0,0,0,0,0,0,0,0,85,1,0,0,0,0,0,86
6785,UMIYA STEEL TRADERS,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
6786,UMIYA VIJAY AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,14
6787,UMIYA WELDING WORKS,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,38
6788,UM LOHIA TWO WHEELERS PVT LTD,0,"6,791",6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"6,799"
6789,UNIC,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,14
6790,UNICONE CORPORATION,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6791,UNICORN DIGITAL SYSTEMS PVT LTD,0,52,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,61
6792,UNIPAVE ENGINEERING PRODUCTS,0,0,0,0,0,0,0,9,8,0,8,5,0,8,14,0,64,116
6793,UNIQUE AUTO ELECTRIC,0,0,0,0,0,"2,832",0,0,0,0,0,0,0,0,0,0,0,"2,832"
6794,UNIQUE AUTOMOBILES,0,107,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,137
6795,UNIQUE ENTERPRISES,0,0,0,0,11,"12,719",0,0,1,0,2,3,0,0,0,0,1,"12,737"
6796,UNIQUE INTERNATIONAL,0,0,0,0,0,"54,201",0,0,0,0,8,4,0,0,0,0,2,"54,215"
6797,UNISTAR MECHANICAL ENGG CO PVT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6798,UNITECH AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6799,UNI-TECH ENG,0,1,0,0,0,0,0,1,1,1,163,2,0,0,1,0,1,171
6800,UNITED AUTO TRACTORS LTD      ,0,116,0,0,0,5,0,13,1,3,137,101,5,3,1,0,39,424
6801,UNITED KINGDOM GROVE,0,0,0,0,0,0,0,3,41,0,1,6,0,0,8,0,31,90
6802,UNITED OCEAN GROUP LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6803,UNITED TRANSMOVERS PVT LTD,0,4,0,0,0,"3,195",0,2,1,0,3,5,0,0,0,0,0,"3,210"
6804,UNITER ENGINEERING PRODUCTS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6
6805,UNIVERSAL AUTOS INDUSTRIES,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
6806,UNIVERSAL ENGINEERING,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,13
6807,UNIVERSAL LTD,0,208,0,0,0,7,0,25,1,1,111,529,39,0,0,0,42,963
6808,UPA ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6809,UP FURNITURE,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42
6810,UP STATE AGRO IND.CORP.LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6811,U P TELELINKS LIMITED,0,0,0,0,0,391,0,0,0,0,0,2,0,0,0,0,0,393
6812,U.P. TELELINKS LIMITED,0,0,0,0,0,"12,208",0,0,0,0,1,2,0,0,0,0,1,"12,212"
6813,URAL INDIA LIMITED,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6814,URAL INDIA LTD.,0,"2,022",0,0,0,0,0,29,2,15,2,5,0,0,0,0,0,"2,075"
6815,URASTUN METAL INDUSTRIES P. LTD,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,6
6816,URWASHI ENTERPRISES,0,0,0,0,0,"1,723",0,0,0,0,0,0,0,0,0,0,0,"1,723"
6817,USHA AGRO INDUSTRIES,0,2,0,0,0,0,0,1,0,0,278,3,0,0,0,0,0,284
6818,USHA ENGINEERNG CO,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
6819,USHA GOWTHAMI ENTERPRISES,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
6820,USHA IRON WORKS,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
6821,USHASONS AUTO COMPONENTS,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37
6822,USHA TRAILOR,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
6823,U S WORLD DIRECT (NZ) LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6824,UTKAL INDUSTRIES,0,9,0,0,0,0,0,2,0,0,"1,890",5,3,0,0,1,0,"1,910"
6825,UTTAM AGRO INDUSTRIES,0,0,0,0,0,0,0,2,0,0,218,6,0,4,0,0,4,234
6826,UTTAM CONSTRUCTION EQUIPMENTS,0,0,0,0,0,0,0,4,336,0,0,2,0,0,7,0,403,752
6827,UVA POWER AGENCY,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13
6828,U V MOTORS INDIA PVT LTD,0,2,0,0,0,95,0,0,0,0,0,2,0,0,0,0,0,99
6829,VACUUM PLANT INSTRUMENTS MFG,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
6830,VADGAMA INDUSTRIES,0,8,0,0,0,0,0,0,0,0,271,2,0,4,1,0,0,286
6831,VAGHESHWARI AGRI WORKS,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27
6832,VAHAK FUTURE SOLUTIONS LLP,0,0,0,0,0,189,0,0,1,1,0,0,0,1,0,0,0,192
6833,VAIBHAV AGRICULTURE,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17
6834,VAIBHAV AUTO INDUSHRIES,0,153,0,0,0,"5,775",0,4,0,0,"1,425",213,0,20,1,0,2,"7,593"
6835,VAIBHAV AUTO INDUSTRIES,0,6,0,0,0,"1,684",0,0,0,1,27,71,1,1,1,0,0,"1,792"
6836,VAIBHAV ENGG. WORKS,0,0,0,0,0,1,0,0,0,0,1,9,0,0,3,0,0,14
6837,VAIBHAV ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,14
6838,VAIBHAV TROLLY WORKS,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
6839,VAIGAI TRAILERS,0,13,0,0,0,0,0,0,0,0,8,18,0,1,1,0,1,42
6840,V A INDUSTRIES LTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6841,VAISHNAVI AGRO INDUSTRIES,0,0,0,0,0,1,0,0,0,0,18,7,0,0,0,0,0,26
6842,VAISHNAVI ENGINEERINGS,0,341,0,0,0,0,0,0,0,0,10,455,0,1,0,0,1,808
6843,VAISHNAVI INDUSTRIES,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21
6844,VALAMPURI & COMPANY,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
6845,VALASUMANI TRAILERS,0,1,0,0,0,0,0,0,0,0,2,9,0,0,0,1,0,13
6846,VALDO TRACTORS PVT LTD,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,12
6847,VALUE MOTOR AGENCY PVT LTD,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
6848,VAMOS MOTORS INDIA PVT LTD,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
6849,VANDANA INDUSTRIES,0,1,0,0,0,0,0,19,0,0,"5,105",60,0,4,1,0,"1,180","6,370"
6850,VANDANA TRAILERS AND BODY MFG PVT LTD,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
6851,VANDANA TRAILORS AND BODY MFG PVT LTD,0,0,0,0,0,0,0,0,0,0,10,55,0,0,1,0,0,66
6852,V AND T MOTORS LTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6853,VANI AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,24,160,0,0,0,0,0,184
6854,VANI ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,"37,349",0,0,0,0,2,3,0,0,0,2,0,"37,356"
6855,VANRAJ TRADERS,0,1,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,19
6856,VARANI RAJ ESTATE MANAGEMENT,0,0,0,0,0,0,0,0,0,1,20,2,1,20,1,0,0,45
6857,VARCAS AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6858,VARDAJYOTI AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6859,VARDAN ENGINEERING,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
6860,VAREER INDUSTRIES BANGALOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6861,VARINDERA LTD.,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47
6862,VARIOUS INNOVATIVE SYSTEMS HYBRID NANO UTILITIES,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,8
6863,VARMA INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6864,VARUN INDUSTRIES,0,0,0,0,0,1,0,0,2,0,76,626,0,4,3,0,2,714
6865,VARUN TRAILER INDUSTRIES,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
